name,boys,girls,total,gender
AADAM,1444,0,1444,1
AADIL,541,0,541,1
AAHIL,441,0,441,1
AAMIR,543,0,543,1
AARAN,428,0,428,1
AARAV,1044,0,1044,1
AARIZ,365,0,365,1
AARON,31878,0,31878,1
AARRON,207,0,207,1
AARUSH,324,0,324,1
AARYA,45,310,355,0.1267605633802817
AARYAN,801,0,801,1
AAYAN,924,0,924,1
AAYUSH,234,0,234,1
ABBAS,924,0,924,1
ABDALLAH,344,0,344,1
ABDI,278,0,278,1
ABDIRAHMAN,1104,0,1104,1
ABDUL,5560,0,5560,1
ABDULAHI,267,0,267,1
ABDULAZIZ,288,0,288,1
ABDULLAH,4919,0,4919,1
ABDULLAHI,799,0,799,1
ABDULRAHMAN,832,0,832,1
ABDUR,526,0,526,1
ABDURAHMAN,304,0,304,1
ABDURRAHMAN,456,0,456,1
ABDUR-RAHMAN,353,0,353,1
ABEL,925,0,925,1
ABID,376,0,376,1
ABRAHAM,1195,0,1195,1
ABRAR,135,89,224,0.6026785714285714
ABU,884,0,884,1
ABUBAKAR,558,0,558,1
ABUBAKR,347,0,347,1
ABU-BAKR,211,0,211,1
ACE,371,3,374,0.9919786096256684
ADA,24,1295,1319,0.01819560272934041
ADAM,58009,0,58009,1
ADAN,238,43,281,0.8469750889679716
ADDISON,773,493,1266,0.6105845181674565
ADEEL,505,0,505,1
ADEL,203,56,259,0.7837837837837838
ADEM,524,0,524,1
ADEN,838,19,857,0.9778296382730455
ADIL,1795,0,1795,1
ADITYA,619,0,619,1
ADNAAN,226,0,226,1
ADNAN,1149,0,1149,1
ADRIAN,3555,3,3558,0.9991568296795953
ADYAN,401,0,401,1
AEDAN,337,0,337,1
AERON,226,9,235,0.9617021276595744
AHAD,279,0,279,1
AHMAD,2311,0,2311,1
AHMED,5620,0,5620,1
AHMET,348,0,348,1
AHSAN,410,0,410,1
AIDAN,14185,15,14200,0.9989436619718309
AIDEN,11429,7,11436,0.9993878978663868
AIMAN,152,166,318,0.4779874213836478
AINSLEY,244,50,294,0.8299319727891157
AJAY,1490,0,1490,1
AKASH,521,0,521,1
AKEEL,220,0,220,1
AKEEM,285,0,285,1
AKIRA,149,304,453,0.32891832229580575
AKRAM,392,0,392,1
AKSHAY,398,0,398,1
AL,197,19,216,0.9120370370370371
ALAA,30,281,311,0.09646302250803858
ALAN,3974,0,3974,1
ALASDAIR,692,0,692,1
ALASTAIR,1373,0,1373,1
ALBAN,208,0,208,1
ALBERT,6079,0,6079,1
ALBERTO,232,0,232,1
ALBI,203,0,203,1
ALBIE,3012,0,3012,1
ALBY,410,0,410,1
ALEC,1596,0,1596,1
ALED,853,0,853,1
ALEJANDRO,479,0,479,1
ALEKSANDAR,207,0,207,1
ALEKSANDER,1291,0,1291,1
ALESSANDRO,1066,0,1066,1
ALESSIO,414,0,414,1
ALEX,27841,2969,30810,0.9036351833820189
ALEXANDER,67362,0,67362,1
ALEXANDRE,729,0,729,1
ALEXANDROS,472,0,472,1
ALEXANDRU,528,0,528,1
ALEXI,101,349,450,0.22444444444444445
ALEXIE,3,254,257,0.011673151750972763
ALEXIS,406,4806,5212,0.07789716039907905
ALFIE,62749,16,62765,0.9997450808571656
ALFIE-JAMES,301,0,301,1
ALFIE-LEE,259,0,259,1
ALFRED,6643,0,6643,1
ALI,7481,19,7500,0.9974666666666666
ALISTAIR,2770,0,2770,1
ALISTER,260,0,260,1
ALIX,185,829,1014,0.18244575936883628
ALLAN,499,0,499,1
ALLY,79,179,258,0.3062015503875969
ALVIN,583,0,583,1
AMAAN,2556,0,2556,1
AMAANI,6,274,280,0.02142857142857143
AMAAR,255,0,255,1
AMAL,88,841,929,0.09472551130247578
AMAN,1558,258,1816,0.8579295154185022
AMANDEEP,258,249,507,0.5088757396449705
AMANI,157,1238,1395,0.11254480286738351
AMANPREET,17,223,240,0.07083333333333333
AMAR,998,37,1035,0.9642512077294686
AMARA,17,1615,1632,0.010416666666666666
AMARI,889,193,1082,0.821626617375231
AMEEN,347,0,347,1
AMEER,495,0,495,1
AMIN,686,0,686,1
AMIR,2316,0,2316,1
AMIT,204,0,204,1
AMMAAR,297,0,297,1
AMMAR,710,0,710,1
AMOS,448,0,448,1
AMRIT,357,681,1038,0.3439306358381503
ANAM,6,468,474,0.012658227848101266
ANAND,224,5,229,0.9781659388646288
ANAS,1348,0,1348,1
ANDERSON,289,0,289,1
ANDI,124,96,220,0.5636363636363636
ANDRE,1971,0,1971,1
ANDREA,145,1431,1576,0.09200507614213198
ANDREAS,975,0,975,1
ANDREI,560,0,560,1
ANDREW,18362,0,18362,1
ANDY,716,0,716,1
ANEES,267,0,267,1
ANEURIN,352,0,352,1
ANGEL,221,6997,7218,0.030617899695206428
ANGELO,839,0,839,1
ANGUS,3646,0,3646,1
ANIL,258,0,258,1
ANIS,297,12,309,0.9611650485436893
ANISH,563,0,563,1
ANMOL,105,225,330,0.3181818181818182
ANSH,261,0,261,1
ANTHONY,10954,0,10954,1
ANTOINE,351,0,351,1
ANTON,1446,0,1446,1
ANTONI,1357,0,1357,1
ANTONIO,1672,0,1672,1
ANTONY,2077,0,2077,1
ANWAR,332,3,335,0.991044776119403
