name,boys,girls,total,gender
ELYSE,0,613,613,0
ELYSIA,0,1159,1159,0
ELYSSA,0,288,288,0
EMA,0,477,477,0
EMAN,0,360,360,0
EMELIA,0,2739,2739,0
EMELIE,0,205,205,0
EMI,0,246,246,0
EMILEE,0,427,427,0
EMILIA,0,10748,10748,0
EMILIE,0,2775,2775,0
EMILIJA,0,555,555,0
EMILLIE,0,307,307,0
EMILY,0,102250,102250,0
EMILY-JANE,0,282,282,0
EMILY-ROSE,0,577,577,0
EMMA,0,43026,43026,0
EMMA-LOUISE,0,358,358,0
EMMANUELLA,0,606,606,0
EMME,0,385,385,0
EMMELINE,0,730,730,0
EMMI,0,285,285,0
EMMIE,0,2164,2164,0
EMMY,0,1019,1019,0
ENYA,0,997,997,0
ERICA,0,2142,2142,0
ERIKA,0,1213,1213,0
ERYN,0,1073,1073,0
ESHA,0,1287,1287,0
ESHAAL,0,484,484,0
ESHAL,0,720,720,0
ESMA,0,217,217,0
ESMAE,0,1682,1682,0
ESMAI,0,337,337,0
ESMAY,0,343,343,0
ESME,0,10568,10568,0
ESMEE,0,1618,1618,0
ESRA,0,251,251,0
ESTELLA,0,273,273,0
ESTELLE,0,978,978,0
ESTER,0,202,202,0
ESTHER,0,5825,5825,0
ETTA,0,386,386,0
EUNICE,0,277,277,0
EVA,0,18709,18709,0
EVALYN,0,406,406,0
EVANGELINE,0,2145,2145,0
EVA-ROSE,0,215,215,0
EVE,0,12744,12744,0
EVELINA,0,410,410,0
EVELYN,0,11221,11221,0
EVIE,0,36589,36589,0
EVIE-GRACE,0,298,298,0
EVIE-MAE,0,680,680,0
EVIE-MAI,0,315,315,0
EVIE-MAY,0,335,335,0
EVIE-ROSE,0,541,541,0
FAATIMAH,0,374,374,0
FAE,0,211,211,0
FAHIMA,0,536,536,0
FAHMIDA,0,422,422,0
FAIZA,0,1042,1042,0
FAIZAH,0,492,492,0
FARHANA,0,408,408,0
FARIHA,0,400,400,0
FARRAH,0,1005,1005,0
FARZANA,0,388,388,0
FATEMA,0,395,395,0
FATHIMA,0,541,541,0
FATIMA,0,6667,6667,0
FATIMAH,0,1796,1796,0
FATMA,0,648,648,0
FAY,0,995,995,0
FAYE,0,7549,7549,0
FEARNE,0,819,819,0
FELICIA,0,354,354,0
FELICITY,0,4460,4460,0
FENELLA,0,344,344,0
FERN,0,1882,1882,0
FERNE,0,223,223,0
FFION,0,5026,5026,0
FIONA,0,2605,2605,0
FIZA,0,725,725,0
FLEUR,0,1817,1817,0
FLORA,0,1912,1912,0
FLORENCE,0,14772,14772,0
FLORRIE,0,320,320,0
FRANCES,0,2437,2437,0
FRANCESCA,0,14243,14243,0
FRANCHESCA,0,218,218,0
FRAYA,0,336,336,0
FREJA,0,510,510,0
FREYA,0,31933,31933,0
FREYJA,0,743,743,0
FRIDA,0,305,305,0
GABIJA,0,342,342,0
GABRIELA,0,1936,1936,0
GABRIELLA,0,7736,7736,0
GABRIELLE,0,6408,6408,0
GAIA,0,406,406,0
GEMMA,0,8189,8189,0
GENEVIEVE,0,1629,1629,0
GEORGIA,0,43171,43171,0
GEORGIANA,0,589,589,0
GEORGINA,0,13918,13918,0
GERALDINE,0,201,201,0
GIANNA,0,274,274,0
GILLIAN,0,224,224,0
GINA,0,639,639,0
GIORGIA,0,429,429,0
GIOVANNA,0,262,262,0
GISELLE,0,490,490,0
GIULIA,0,468,468,0
GLORIA,0,714,714,0
GRACEY,0,244,244,0
GRACIE,0,12505,12505,0
GRACIE-LEIGH,0,235,235,0
GRACIE-MAE,0,804,804,0
GRACIE-MAI,0,347,347,0
GRACIE-MAY,0,544,544,0
GRETA,0,830,830,0
GURLEEN,0,357,357,0
GWEN,0,664,664,0
GWENLLIAN,0,346,346,0
HABIBA,0,717,717,0
HABIBAH,0,326,326,0
HADASSAH,0,206,206,0
HADIA,0,314,314,0
HADIYA,0,342,342,0
HADIYAH,0,257,257,0
HAFIZA,0,224,224,0
HAFSA,0,2950,2950,0
HAFSAH,0,2031,2031,0
HAILEY,0,379,379,0
HAJAR,0,265,265,0
HAJRA,0,693,693,0
HAJRAH,0,478,478,0
HALA,0,205,205,0
HALEEMA,0,1787,1787,0
HALEEMAH,0,480,480,0
HALIMA,0,2325,2325,0
HALIMAH,0,596,596,0
HALLE,0,1988,1988,0
HALLIE,0,1744,1744,0
HAMDA,0,243,243,0
HAMNA,0,235,235,0
HAMNAH,0,238,238,0
HANA,0,2858,2858,0
HANAA,0,234,234,0
HANIA,0,351,351,0
HANIFA,0,419,419,0
HANIYA,0,633,633,0
HANNA,0,3215,3215,0
HANNAH,0,61214,61214,0
HARLEEN,0,655,655,0
HARMONY,0,1585,1585,0
HARRIET,0,16601,16601,0
HARRIETT,0,823,823,0
HARRIETTE,0,397,397,0
HASNA,0,216,216,0
HATTIE,0,1314,1314,0
HAVANA,0,206,206,0
HAWA,0,494,494,0
HAWWA,0,319,319,0
HAYA,0,271,271,0
HAYLEIGH,0,360,360,0
HAYLEY,0,5273,5273,0
HAZEL,0,2497,2497,0
HEATHER,0,5135,5135,0
HEBA,0,260,260,0
HEBE,0,393,393,0
HEENA,0,233,233,0
HEIDI,0,7572,7572,0
HELEN,0,2903,2903,0
HELENA,0,3682,3682,0
HELIN,0,297,297,0
HENNA,0,849,849,0
HENRIETTA,0,1169,1169,0
HERMIONE,0,1782,1782,0
HESTER,0,341,341,0
HETTIE,0,455,455,0
HETTY,0,329,329,0
HIBA,0,938,938,0
HIBAH,0,545,545,0
HIBBA,0,356,356,0
HINA,0,300,300,0
HIRA,0,443,443,0
HOLLI,0,337,337,0
HOLLIE,0,15459,15459,0
HOLLY,0,46059,46059,0
HONEY,0,3178,3178,0
HONOR,0,1570,1570,0
HUDA,0,696,696,0
HUMA,0,273,273,0
HUMAIRA,0,1270,1270,0
HUMAIRAA,0,311,311,0
HUMAYRA,0,512,512,0
HUMERA,0,282,282,0
HUSNA,0,761,761,0
IDA,0,681,681,0
IFRAH,0,303,303,0
IGA,0,232,232,0
IKRA,0,507,507,0
ILANA,0,305,305,0
ILAYDA,0,248,248,0
ILONA,0,204,204,0
IMOGEN,0,24645,24645,0
INAAYA,0,1720,1720,0
INAAYAH,0,224,224,0
INARA,0,220,220,0
INAYA,0,1356,1356,0
INAYAH,0,1423,1423,0
INDIA,0,6498,6498,0
INDIANNA,0,232,232,0
INES,0,1049,1049,0
INEZ,0,221,221,0
INGRID,0,363,363,0
IOLA,0,215,215,0
IONA,0,2774,2774,0
IQRA,0,3344,3344,0
IQRAH,0,203,203,0
IRAM,0,543,543,0
IRENE,0,333,333,0
IRIS,0,4100,4100,0
ISABEL,0,17491,17491,0
ISABELA,0,300,300,0
ISABELL,0,518,518,0
ISABELLA,0,39207,39207,0
ISABELLA-ROSE,0,228,228,0
ISABELLE,0,33387,33387,0
ISADORA,0,343,343,0
ISHA,0,1835,1835,0
ISHANI,0,204,204,0
ISHIKA,0,211,211,0
ISIS,0,573,573,0
ISLA,0,26532,26532,0
ISLA-MAE,0,203,203,0
ISLA-ROSE,0,537,537,0
ISMA,0,335,335,0
ISOBEL,0,16914,16914,0
ISOBELLA,0,1017,1017,0
ISOBELLE,0,2207,2207,0
ISRA,0,946,946,0
ISRAA,0,219,219,0
IVANA,0,288,288,0
IVY,0,5154,5154,0
IVY-ROSE,0,202,202,0
IYLA,0,751,751,0
IZABEL,0,422,422,0
IZABELA,0,430,430,0
IZABELLA,0,1592,1592,0
IZABELLE,0,750,750,0
IZZIE,0,236,236,0
JACQUELINE,0,701,701,0
JADA,0,1388,1388,0
JAGODA,0,242,242,0
JAIDA,0,327,327,0
JAMELIA,0,222,222,0
JAMILA,0,544,544,0
JANA,0,604,604,0
JANAE,0,221,221,0
JANE,0,994,994,0
JANELLE,0,467,467,0
JANET,0,298,298,0
JANICE,0,226,226,0
JANNAH,0,563,563,0
JANNAT,0,860,860,0
JASLEEN,0,551,551,0
JASMIN,0,4268,4268,0
JASMINA,0,260,260,0
JASMINE,0,29104,29104,0
JASMYN,0,301,301,0
JAVERIA,0,239,239,0
JAYDA,0,614,614,0
JAYDE,0,398,398,0
JAYNE,0,316,316,0
JAZMIN,0,1542,1542,0
JAZMINE,0,1275,1275,0
JAZMYN,0,248,248,0
JEMIMA,0,5116,5116,0
JEMIMAH,0,592,592,0
JEMMA,0,3141,3141,0
JENA,0,252,252,0
JENNA,0,4241,4241,0
JENNAH,0,232,232,0
JENNIE,0,254,254,0
JENNIFER,0,10417,10417,0
JENNY,0,1303,1303,0
JESSICA,0,93032,93032,0
JESSIKA,0,231,231,0
JIYA,0,601,601,0
JOANA,0,229,229,0
JOANNA,0,3246,3246,0
JOANNE,0,1496,1496,0
JODIE,0,9218,9218,0
JOELLE,0,260,260,0
JOELY,0,410,410,0
JOHANNA,0,493,493,0
JOLENE,0,249,249,0
JOLIE,0,572,572,0
JORDANNA,0,221,221,0
JORJA,0,1916,1916,0
JOSEPHINE,0,4243,4243,0
JOSIE,0,3742,3742,0
JOYCE,0,601,601,0
JUDITH,0,322,322,0
JULIA,0,8262,8262,0
JULIANA,0,387,387,0
JULIE,0,655,655,0
JULIET,0,1206,1206,0
JULIETTE,0,1353,1353,0
JUSTINE,0,448,448,0
KADIE,0,967,967,0
KADY,0,437,437,0
KAILA,0,351,351,0
KAIRA,0,351,351,0
KAISHA,0,246,246,0
KAITLAN,0,234,234,0
KAITLIN,0,2870,2870,0
KAITLYN,0,4648,4648,0
KAJA,0,391,391,0
KALI,0,323,323,0
KALLIE,0,304,304,0
KAMILA,0,395,395,0
KAMILE,0,354,354,0
KARA,0,3305,3305,0
KAREENA,0,434,434,0
KAREN,0,761,761,0
KARINA,0,1352,1352,0
KARISHMA,0,350,350,0
KARLA,0,752,752,0
KAROLINA,0,837,837,0
KASIA,0,207,207,0
KATARINA,0,395,395,0
KATE,0,9756,9756,0
KATELIN,0,419,419,0
KATELYN,0,2947,2947,0
KATELYNN,0,255,255,0
KATERINA,0,635,635,0
KATEY,0,203,203,0
KATHARINE,0,1095,1095,0
KATHERINE,0,10466,10466,0
KATHLEEN,0,1616,1616,0
KATHRYN,0,4587,4587,0
KATIE,0,51317,51317,0
KATIE-LOUISE,0,289,289,0
KATLYN,0,214,214,0
KATRINA,0,2059,2059,0
KATY,0,4896,4896,0
KATYA,0,316,316,0
KAYCIE,0,290,290,0
KAYDEE,0,380,380,0
KAYLA,0,5244,5244,0
KAYLAH,0,262,262,0
KAYLEE,0,1019,1019,0
KAYLEIGH,0,10402,10402,0
KAYLEY,0,1228,1228,0
KAYLIE,0,215,215,0
KAYSHA,0,244,244,0
KEAVY,0,254,254,0
KEELEIGH,0,251,251,0
KEELIE,0,218,218,0
KEELY,0,1080,1080,0
KEEVA,0,272,272,0
KEIRA,0,12711,12711,0
KEISHA,0,1166,1166,0
KELIS,0,420,420,0
KELLIE,0,322,322,0
KELSEA,0,379,379,0
KELSI,0,321,321,0
KELSIE,0,1711,1711,0
KENDRA,0,613,613,0
KENYA,0,306,306,0
KENZA,0,253,253,0
KEREN,0,296,296,0
KERI,0,252,252,0
KERRI,0,431,431,0
KERRIE,0,375,375,0
KERRIS,0,203,203,0
KERYS,0,271,271,0
KEYA,0,284,284,0
KEZIA,0,871,871,0
KHADEEJA,0,425,425,0
KHADEEJAH,0,428,428,0
KHADIJA,0,3266,3266,0
KHADIJAH,0,2766,2766,0
KHALEESI,0,201,201,0
KHLOE,0,820,820,0
KHUSHI,0,528,528,0
KIANA,0,780,780,0
KIANNA,0,465,465,0
KIARA,0,1986,1986,0
KIERA,0,6609,6609,0
KIKI,0,442,442,0
KIMBERLEY,0,4909,4909,0
KIMBERLY,0,1171,1171,0
KINGA,0,301,301,0
KIRA,0,4123,4123,0
KIRANDEEP,0,213,213,0
KIRSTEN,0,2179,2179,0
KIRSTIE,0,830,830,0
KIRSTIN,0,244,244,0
KIRSTY,0,6326,6326,0
KITTY,0,3051,3051,0
KIZZY,0,283,283,0
KLARA,0,582,582,0
KLAUDIA,0,656,656,0
KLOE,0,321,321,0
KOMAL,0,308,308,0
KORNELIA,0,406,406,0
KRISHA,0,335,335,0
KRISTA,0,204,204,0
KRISTINA,0,927,927,0
KRISTY,0,252,252,0
KRYSTAL,0,1083,1083,0
KYLA,0,2307,2307,0
KYLAH,0,238,238,0
KYLIE,0,863,863,0
KYRA,0,3412,3412,0
KYRAH,0,252,252,0
LAAIBAH,0,465,465,0
LACEY,0,11186,11186,0
LACEY-MAE,0,610,610,0
LACEY-MAI,0,303,303,0
LACEY-MAY,0,425,425,0
LACI,0,217,217,0
LACIE,0,2089,2089,0
LACY,0,338,338,0
LAIBA,0,2004,2004,0
LAIBAH,0,312,312,0
LAILA,0,5253,5253,0
LAILAH,0,267,267,0
LAINEY,0,469,469,0
LANA,0,3238,3238,0
LANEY,0,284,284,0
LARA,0,8869,8869,0
LARAIB,0,296,296,0
LARISSA,0,984,984,0
LARNA,0,242,242,0
LATISHA,0,505,505,0
LAURA,0,20925,20925,0
LAUREL,0,377,377,0
LAURYN,0,1554,1554,0
LAVINIA,0,506,506,0
LAYAN,0,205,205,0
LAYLA,0,15396,15396,0
LAYLAH,0,317,317,0
LAYLA-MAE,0,225,225,0
LAYLA-ROSE,0,339,339,0
LEAH,0,29688,29688,0
LEANNA,0,537,537,0
LEANNE,0,3209,3209,0
LEELA,0,576,576,0
LEENA,0,720,720,0
LEIA,0,1396,1396,0
LEIGHA,0,580,580,0
LEILA,0,4885,4885,0
LEILAH,0,282,282,0
LEILANI,0,508,508,0
LENA,0,3195,3195,0
LEONA,0,1865,1865,0
LEONI,0,923,923,0
LEONIE,0,2134,2134,0
LEONORA,0,206,206,0
LETICIA,0,349,349,0
LETITIA,0,380,380,0
LEXIE,0,6396,6396,0
LEXI-MAE,0,382,382,0
LEXI-MAI,0,295,295,0
LEXI-MAY,0,217,217,0
LEXY,0,218,218,0
LEYA,0,275,275,0
LEYLA,0,1798,1798,0
LIA,0,1841,1841,0
LIANA,0,799,799,0
LIANNA,0,230,230,0
LIANNE,0,226,226,0
LIBBI,0,342,342,0
LIBBIE,0,867,867,0
LIBBY,0,12953,12953,0
LIDIA,0,381,381,0
LILA,0,2027,2027,0
LILAH,0,1089,1089,0
LILI,0,1528,1528,0
LILIA,0,2062,2062,0
LILIAN,0,1236,1236,0
LILIANA,0,1937,1937,0
LILIANNA,0,355,355,0
LILITH,0,306,306,0
LILLI,0,1054,1054,0
LILLIA,0,694,694,0
LILLIAN,0,1860,1860,0
LILLIANA,0,250,250,0
LILLIE,0,5330,5330,0
LILLIE-MAE,0,795,795,0
LILLIE-MAI,0,269,269,0
LILLIE-MAY,0,285,285,0
LILLIE-ROSE,0,340,340,0
LILLY,0,15892,15892,0
LILLY-ANN,0,285,285,0
LILLY-ANNE,0,248,248,0
LILLY-GRACE,0,220,220,0
LILLY-MAE,0,1295,1295,0
LILLY-MAI,0,522,522,0
LILLY-MAY,0,1466,1466,0
LILLY-ROSE,0,992,992,0
LILY-ANN,0,434,434,0
LILY-ANNE,0,324,324,0
LILY-GRACE,0,463,463,0
LILY-MAE,0,2249,2249,0
LILY-MAI,0,691,691,0
LILY-MAY,0,1735,1735,0
LILY-ROSE,0,1961,1961,0
LINA,0,1059,1059,0
LINDA,0,561,561,0
LINDSAY,0,285,285,0
LINDSEY,0,413,413,0
LISA,0,3123,3123,0
LISA-MARIE,0,228,228,0
LIV,0,255,255,0
LIVIA,0,1277,1277,0
LIVVY,0,246,246,0
LIYA,0,340,340,0
LIYANA,0,714,714,0
LIZA,0,307,307,0
LIZZIE,0,206,206,0
LOIS,0,8109,8109,0
LOLA,0,16774,16774,0
LOLA-MAE,0,247,247,0
LOLA-ROSE,0,484,484,0
LORELEI,0,288,288,0
LORENA,0,378,378,0
LORETTA,0,253,253,0
LORI,0,340,340,0
LORNA,0,1932,1932,0
LORRAINE,0,280,280,0
LOTTIE,0,5151,5151,0
LOUISA,0,4042,4042,0
LOUISE,0,10747,10747,0
LOWENNA,0,245,245,0
LOWRI,0,1809,1809,0
LUANA,0,294,294,0
LUCI,0,355,355,0
LUCIA,0,4175,4175,0
LUCIANA,0,361,361,0
LUCIE,0,5033,5033,0
LUCILLE,0,305,305,0
LUCINDA,0,1222,1222,0
LUCY,0,63788,63788,0
LUELLA,0,291,291,0
LUISA,0,707,707,0
LULA,0,304,304,0
LULU,0,532,532,0
LUNA,0,1738,1738,0
LYDIA,0,14923,14923,0
LYLA,0,3686,3686,0
LYLAH,0,260,260,0
LYRA,0,1583,1583,0
MAARIA,0,295,295,0
MAARIYA,0,478,478,0
MAARIYAH,0,708,708,0
MABEL,0,1679,1679,0
MACI,0,624,624,0
MACIE,0,3020,3020,0
MADDIE,0,2465,2465,0
MADDY,0,386,386,0
MADEEHA,0,373,373,0
MADELAINE,0,1057,1057,0
MADELEINE,0,11102,11102,0
MADELINE,0,5240,5240,0
MADELYN,0,443,443,0
MADIHA,0,631,631,0
MADIHAH,0,317,317,0
MADINA,0,340,340,0
MAE,0,1829,1829,0
MAEVE,0,843,843,0
MAGDALENA,0,501,501,0
MAGGIE,0,2586,2586,0
MAHA,0,565,565,0
MAHAM,0,284,284,0
MAHDIYA,0,231,231,0
MAHEK,0,341,341,0
MAHIMA,0,472,472,0
MAHIRA,0,260,260,0
MAHNOOR,0,895,895,0
MAI,0,433,433,0
MAIA,0,3930,3930,0
MAIR,0,205,205,0
MAIRA,0,640,640,0
MAIREAD,0,290,290,0
MAISEY,0,1382,1382,0
MAISHA,0,764,764,0
MAISIE,0,22732,22732,0
MAISY,0,5498,5498,0
MAIYA,0,681,681,0
MAIZIE,0,1155,1155,0
MAIZY,0,229,229,0
MAJA,0,3498,3498,0
MAKAYLA,0,539,539,0
MALAIKA,0,1783,1783,0
MALAIKAH,0,212,212,0
MALAK,0,585,585,0
MALEEHA,0,497,497,0
MALIHA,0,778,778,0
MALIKA,0,742,742,0
MALIKAH,0,282,282,0
MALKA,0,303,303,0
MANAHIL,0,319,319,0
MANAL,0,352,352,0
MANHA,0,554,554,0
MANISHA,0,457,457,0
MANON,0,528,528,0
MARA,0,405,405,0
MARCELLA,0,213,213,0
MARCIA,0,308,308,0
MARCIE,0,438,438,0
MARED,0,250,250,0
MARGARET,0,1533,1533,0
MARGOT,0,739,739,0
MARI,0,622,622,0
MARIA,0,10861,10861,0
MARIAH,0,1014,1014,0
MARIAM,0,4650,4650,0
MARIAMA,0,329,329,0
MARIANA,0,549,549,0
MARIANNA,0,418,418,0
MARIANNE,0,724,724,0
MARIE,0,1478,1478,0
MARIELLA,0,560,560,0
MARIKA,0,296,296,0
MARINA,0,991,991,0
MARISA,0,507,507,0
MARISSA,0,915,915,0
MARIYA,0,882,882,0
MARIYAH,0,751,751,0
MARIYAM,0,364,364,0
MARLA,0,214,214,0
MARNIE,0,1891,1891,0
MARTA,0,599,599,0
MARTHA,0,10392,10392,0
MARTINA,0,667,667,0
MARTYNA,0,655,655,0
MARWA,0,1103,1103,0
MARWAH,0,304,304,0
MARY,0,5779,5779,0
MARYAM,0,8902,8902,0
MARYAMA,0,254,254,0
MARY-JANE,0,214,214,0
MARYUM,0,215,215,0
MASUMA,0,287,287,0
MATHILDA,0,848,848,0
MATHILDE,0,426,426,0
MATILDA,0,16500,16500,0
MATILDE,0,245,245,0
MATYLDA,0,324,324,0
MAXINE,0,372,372,0
MAY,0,1574,1574,0
MAYA,0,14162,14162,0
MAYAH,0,222,222,0
MAYSA,0,207,207,0
MAZIE,0,372,372,0
MEA,0,255,255,0
MEADOW,0,622,622,0
MEDINA,0,258,258,0
MEERA,0,481,481,0
MEG,0,652,652,0
MEGAN,0,68379,68379,0
MEGHAN,0,1761,1761,0
MEHAK,0,332,332,0
MEHEK,0,248,248,0
MEHREEN,0,523,523,0
MEI,0,224,224,0
MELANIE,0,1980,1980,0
MELEK,0,209,209,0
MELINA,0,388,388,0
MELIS,0,217,217,0
MELISA,0,801,801,0
MELISSA,0,11410,11410,0
MELODIE,0,229,229,0
MELODY,0,2146,2146,0
MENNA,0,392,392,0
MERCEDES,0,1150,1150,0
MERCY,0,433,433,0
MERYEM,0,270,270,0
MIA,0,47365,47365,0
MIAH,0,793,793,0
MIA-ROSE,0,615,615,0
MICA,0,476,476,0
MICHAELA,0,3207,3207,0
MICHALINA,0,269,269,0
MICHELLE,0,3744,3744,0
MIKAELA,0,380,380,0
MIKAYLA,0,669,669,0
MILA,0,2625,2625,0
MILANA,0,501,501,0
MILENA,0,837,837,0
MILLA,0,506,506,0
MILLI,0,405,405,0
MILLICENT,0,1913,1913,0
MILLIE,0,32066,32066,0
MILLIE-MAE,0,361,361,0
MILLIE-MAY,0,203,203,0
MILLIE-ROSE,0,420,420,0
MILLY,0,4527,4527,0
MIMI,0,587,587,0
MINAHIL,0,337,337,0
MINNIE,0,1045,1045,0
MIRA,0,407,407,0
MIRANDA,0,1132,1132,0
MIRIAM,0,2526,2526,0
MISSY,0,305,305,0
MISTY,0,233,233,0
MIYA,0,1153,1153,0
MIYAH,0,239,239,0
MOLLIE,0,12538,12538,0
MOLLY,0,40700,40700,0
MOLLY-MAY,0,218,218,0
MOMINA,0,385,385,0
MONA,0,291,291,0
MONET,0,229,229,0
MONICA,0,1338,1338,0
MONIKA,0,422,422,0
MONIQUE,0,1074,1074,0
MUNA,0,531,531,0
MUNIRA,0,329,329,0
MUSKAAN,0,550,550,0
MUSKAN,0,276,276,0
MYA,0,7112,7112,0
MYAH,0,961,961,0
MYLA,0,1441,1441,0
MYLEE,0,331,331,0
MYRA,0,390,390,0
MYSHA,0,278,278,0
NABIHA,0,395,395,0
NABILA,0,328,328,0
NADA,0,447,447,0
NADIA,0,4691,4691,0
NADINE,0,1424,1424,0
NADIRA,0,215,215,0
NAFEESA,0,385,385,0
NAFISA,0,617,617,0
NAFISAH,0,229,229,0
NAHLA,0,206,206,0
NAILA,0,356,356,0
NAILAH,0,289,289,0
NAIMA,0,834,834,0
NAIMAH,0,296,296,0
NAINA,0,238,238,0
NAJMA,0,529,529,0
NANCY,0,5700,5700,0
NAOMI,0,9562,9562,0
NASRA,0,202,202,0
NATALIA,0,4874,4874,0
NATALIE,0,9883,9883,0
NATALYA,0,624,624,0
NATASHA,0,15092,15092,0
NATHALIE,0,338,338,0
NAWAL,0,434,434,0
NAYA,0,218,218,0
NAZIA,0,325,325,0
NAZIFA,0,315,315,0
NEAVE,0,1090,1090,0
NEELAM,0,292,292,0
NEEVE,0,291,291,0
NEHA,0,1089,1089,0
NEIVE,0,432,432,0
NEL,0,347,347,0
NELA,0,248,248,0
NELL,0,1769,1769,0
NELLIE,0,564,564,0
NEVE,0,5654,5654,0
NIA,0,3244,3244,0
NIAMH,0,16961,16961,0
NICHOLA,0,207,207,0
NICOL,0,274,274,0
NICOLE,0,17898,17898,0
NIDA,0,317,317,0
NIEVE,0,982,982,0
NIKKITA,0,277,277,0
NIMRA,0,551,551,0
NIMRAH,0,389,389,0
NINA,0,4213,4213,0
NISA,0,244,244,0
NISHA,0,627,627,0
NISHAT,0,255,255,0
NIYA,0,204,204,0
NOEMI,0,227,227,0
NOLA,0,311,311,0
NORA,0,891,891,0
NORAH,0,476,476,0
NUALA,0,441,441,0
NUHA,0,370,370,0
NUSAYBAH,0,474,474,0
NUSRAT,0,269,269,0
NYA,0,267,267,0
NYLA,0,840,840,0
NYLAH,0,431,431,0
OCTAVIA,0,428,428,0
OLIVE,0,1700,1700,0
OLIVIA-GRACE,0,259,259,0
OLIVIA-MAE,0,233,233,0
OLIVIA-ROSE,0,443,443,0
OLIWIA,0,1671,1671,0
OPHELIA,0,1324,1324,0
ORIANA,0,338,338,0
ORLA,0,4515,4515,0
ORLAGH,0,304,304,0
ORLAITH,0,703,703,0
OTTILIE,0,611,611,0
PAIGE,0,22348,22348,0
PALOMA,0,307,307,0
PAMELA,0,278,278,0
PANDORA,0,202,202,0
PARISA,0,209,209,0
PATIENCE,0,304,304,0
PATRICIA,0,900,900,0
PATRYCJA,0,462,462,0
PATSY,0,235,235,0
PAULA,0,658,658,0
PAULINA,0,492,492,0
PEARL,0,1660,1660,0
PEGGY,0,442,442,0
PENELOPE,0,3183,3183,0
PENNY,0,1869,1869,0
PERSEPHONE,0,293,293,0
PETRA,0,386,386,0
PHEBE,0,287,287,0
PHEOBE,0,614,614,0
PHILIPPA,0,3293,3293,0
PHILLIPA,0,368,368,0
PHILLIPPA,0,280,280,0
PHOEBE,0,32184,32184,0
PIA,0,477,477,0
PIPPA,0,2638,2638,0
PIXIE,0,675,675,0
POLA,0,454,454,0
POLLY,0,3271,3271,0
POLLYANNA,0,454,454,0
POOJA,0,240,240,0
POPPI,0,236,236,0
POPPIE,0,987,987,0
POPPY,0,34351,34351,0
POPPY-MAE,0,220,220,0
POPPY-ROSE,0,217,217,0
PORSHA,0,252,252,0
PORTIA,0,435,435,0
PRIMROSE,0,600,600,0
PRINCESS,0,1168,1168,0
PRISCILLA,0,505,505,0
PRISHA,0,341,341,0
PRIYA,0,2409,2409,0
PRIYANKA,0,446,446,0
PRUDENCE,0,201,201,0
RABIA,0,657,657,0
RACHAEL,0,4565,4565,0
RACHEAL,0,240,240,0
RACHEL,0,17813,17813,0
RADHIKA,0,263,263,0
RAEESAH,0,248,248,0
RAHIMA,0,413,413,0
RAHMA,0,612,612,0
RAISA,0,223,223,0
RAMONA,0,228,228,0
RANIA,0,647,647,0
RAYA,0,638,638,0
REA,0,246,246,0
REANNA,0,531,531,0
REANNE,0,380,380,0
REBECA,0,370,370,0
REBECCA,0,43685,43685,0
REBEKA,0,305,305,0
REBEKAH,0,4169,4169,0
REBEKKA,0,269,269,0
REEM,0,512,512,0
REEMA,0,269,269,0
REEVA,0,219,219,0
RENAE,0,583,583,0
RENEE,0,2039,2039,0
REYA,0,211,211,0
RHEA,0,2010,2010,0
RHEANNA,0,242,242,0
RHIA,0,532,532,0
RHIANA,0,261,261,0
RHIANN,0,300,300,0
RHIANNA,0,4118,4118,0
RHIANNE,0,791,791,0
RHIANNON,0,5972,5972,0
RIA,0,3330,3330,0
RIANA,0,260,260,0
RIANNA,0,1089,1089,0
RIANNE,0,330,330,0
RIHANA,0,225,225,0
RIHANNA,0,1451,1451,0
RIMSHA,0,298,298,0
RITA,0,504,504,0
RIVKA,0,361,361,0
RIYA,0,1487,1487,0
ROBERTA,0,587,587,0
ROCHELLE,0,909,909,0
ROISIN,0,1768,1768,0
ROKSANA,0,273,273,0
ROMANA,0,263,263,0
ROMANY,0,360,360,0
ROMILLY,0,621,621,0
ROSA,0,3017,3017,0
ROSALIE,0,829,829,0
ROSALIND,0,670,670,0
ROSALYN,0,235,235,0
ROSANNA,0,1227,1227,0
ROSE,0,10257,10257,0
ROSEANNA,0,604,604,0
ROSEANNE,0,242,242,0
ROSEMARIE,0,248,248,0
ROSEMARY,0,1557,1557,0
ROSHNI,0,411,411,0
ROSIE,0,20254,20254,0
ROSIE-MAY,0,219,219,0
ROSINA,0,414,414,0
ROSY,0,237,237,0
ROWENA,0,328,328,0
ROXANA,0,302,302,0
ROXANNA,0,272,272,0
ROXANNE,0,1923,1923,0
ROXIE,0,340,340,0
ROXY,0,1058,1058,0
RUBI,0,447,447,0
RUBIE,0,1028,1028,0
RUBY-LEIGH,0,355,355,0
RUBY-MAE,0,601,601,0
RUBY-MAY,0,467,467,0
RUBY-ROSE,0,318,318,0
RUMAISA,0,321,321,0
RUMAYSA,0,507,507,0
RUQAYYA,0,290,290,0
RUQAYYAH,0,915,915,0
RUTH,0,3388,3388,0
SAANVI,0,320,320,0
SAARA,0,479,479,0
SAARAH,0,876,876,0
SABAH,0,1010,1010,0
SABIHA,0,367,367,0
SABINA,0,516,516,0
SABRINA,0,2425,2425,0
SADAF,0,270,270,0
SADE,0,535,535,0
